CollectionCode,Family,proportion
MCCDRS,Tetraclitidae,0.0005761474937584022
MCCDRS,Dactyloscopidae,0.0005761474937584022
MCCDRS,Bythitidae,0.0005761474937584022
MCCDRS,Calanidae,0.0005761474937584022
MCCDRS,Chaenopsidae,0.0005761474937584022
MCCDRS,Eunotiaceae,0.0005761474937584022
MCCDRS,Eratoidae,0.0005761474937584022
MCCDRS,Darwinellidae,0.0005761474937584022
MCCDRS,Nettastomatidae,0.0005761474937584022
MCCDRS,Discodorididae,0.0005761474937584022
MCCDRS,Phidoloporidae,0.0005761474937584022
MCCDRS,Phasianellidae,0.0005761474937584022
MCCDRS,Aeolidiidae,0.0005761474937584022
MCCDRS,Polyceridae,0.0005761474937584022
MCCDRS,Sciaenidae,0.0005761474937584022
MCCDRS,Polynoidae,0.0005761474937584022
MCCDRS,Alosidae,0.0005761474937584022
MCCDRS,Scaphandridae,0.0005761474937584022
MCCDRS,Ovulidae,0.0005761474937584022
MCCDRS,Pomacanthidae,0.0005761474937584022
MCCDRS,Pilumnidae,0.0005761474937584022
MCCDRS,Physaliidae,0.0005761474937584022
MCCDRS,Alvinellidae,0.0005761474937584022
MCCDRS,Pennatulidae,0.0005761474937584022
MCCDRS,Petrosiidae,0.0005761474937584022
MCCDRS,Phyllodocidae,0.0005761474937584022
MCCDRS,Eulimidae,0.0003840983291722681
MCCDRS,Eudendriidae,0.0003840983291722681
MCCDRS,Ethusidae,0.0003840983291722681
MCCDRS,Psammobiidae,0.0003840983291722681
MCCDRS,Trichiuridae,0.0003840983291722681
MCCDRS,Exechonellidae,0.0003840983291722681
MCCDRS,Oceaniidae,0.0003840983291722681
MCCDRS,Syllidae,0.0003840983291722681
MCCDRS,Smittinidae,0.0003840983291722681
MCCDRS,Phascolosomatidae,0.0003840983291722681
MCCDRS,Tripterygiidae,0.0003840983291722681
MCCDRS,Candidae,0.0003840983291722681
MCCDRS,Calloporidae,0.0003840983291722681
MCCDRS,Synodontidae,0.0003840983291722681
MCCDRS,Fistulariidae,0.0003840983291722681
MCCDRS,Gecarcinidae,0.0003840983291722681
MCCDRS,Tonnidae,0.0003840983291722681
MCCDRS,Palinuridae,0.0003840983291722681
MCCDRS,Palicidae,0.0003840983291722681
MCCDRS,Thoridae,0.0003840983291722681
MCCDRS,Halichondriidae,0.0003840983291722681
MCCDRS,Halopterididae,0.0003840983291722681
MCCDRS,Heliasteridae,0.0003840983291722681
MCCDRS,Hesionidae,0.0003840983291722681
MCCDRS,Ischnochitonidae,0.0003840983291722681
MCCDRS,Hymerhabdiidae,0.0003840983291722681
MCCDRS,Aplysinellidae,0.0003840983291722681
MCCDRS,Caulerpaceae,0.0003840983291722681
MCCDRS,Asterinidae,0.0003840983291722681
MCCDRS,Tetillidae,0.0003840983291722681
MCCDRS,Mullidae,0.0003840983291722681
MCCDRS,Condylocardiidae,0.0003840983291722681
MCCDRS,Cryptochiridae,0.0003840983291722681
MCCDRS,Polynemidae,0.0003840983291722681
MCCDRS,Microporellidae,0.0003840983291722681
MCCDRS,Valenciniidae,0.0003840983291722681
MCCDRS,Pteriidae,0.0003840983291722681
MCCDRS,Clathrinidae,0.0003840983291722681
MCCDRS,Coryphaenidae,0.0003840983291722681
MCCDRS,Desmacellidae,0.0003840983291722681
MCCDRS,Diadematidae,0.0003840983291722681
MCCDRS,Tylodinidae,0.0003840983291722681
MCCDRS,Cribrilinidae,0.0003840983291722681
MCCDRS,Munididae,0.0003840983291722681
MCCDRS,Diadesmidaceae,0.0003840983291722681
MCCDRS,Dictyonellidae,0.0003840983291722681
MCCDRS,Menippidae,0.0003840983291722681
MCCDRS,Primnoidae,0.0003840983291722681
MCCDRS,Spongiphoridae,0.00019204916458613405
MCCDRS,Pyramidellidae,0.00019204916458613405
MCCDRS,Stercorariidae,0.00019204916458613405
MCCDRS,Sternoptychidae,0.00019204916458613405
MCCDRS,Ophiotomidae,0.00019204916458613405
MCCDRS,Acartiidae,0.00019204916458613405
MCCDRS,Acanthuridae,0.00019204916458613405
MCCDRS,Architectonicidae,0.00019204916458613405
MCCDRS,Porpitidae,0.00019204916458613405
MCCDRS,Asterodiscididae,0.00019204916458613405
MCCDRS,Pinnulariaceae,0.00019204916458613405
MCCDRS,Arhynchobatidae,0.00019204916458613405
MCCDRS,Phoxichilidiidae,0.00019204916458613405
MCCDRS,Sphyraenidae,0.00019204916458613405
MCCDRS,Opecoelidae,0.00019204916458613405
MCCDRS,Amphoriscidae,0.00019204916458613405
MCCDRS,Peristediidae,0.00019204916458613405
MCCDRS,Ophiothamnidae,0.00019204916458613405
MCCDRS,Pentametrocrinidae,0.00019204916458613405
MCCDRS,Octopodidae,0.00019204916458613405
MCCDRS,Assimineidae,0.00019204916458613405
MCCDRS,Siboglinidae,0.00019204916458613405
MCCDRS,Odontasteridae,0.00019204916458613405
MCCDRS,Raninidae,0.00019204916458613405
MCCDRS,Rhincalanidae,0.00019204916458613405
MCCDRS,Sergestidae,0.00019204916458613405
MCCDRS,Ascidiidae,0.00019204916458613405
MCCDRS,Amphipleuraceae,0.00019204916458613405
MCCDRS,Bothidae,0.00019204916458613405
MCCDRS,Asteropseidae,0.00019204916458613405
MCCDRS,Caraboctonidae,0.00019204916458613405
MCCDRS,Echinophallidae,0.00019204916458613405
MCCDRS,Elapidae,0.00019204916458613405
MCCDRS,Triglidae,0.00019204916458613405
MCCDRS,Elopidae,0.00019204916458613405
MCCDRS,Entomoneidaceae,0.00019204916458613405
MCCDRS,Ephippidae,0.00019204916458613405
MCCDRS,Capulidae,0.00019204916458613405
MCCDRS,Bythograeidae,0.00019204916458613405
MCCDRS,Eumunididae,0.00019204916458613405
MCCDRS,Euretidae,0.00019204916458613405
MCCDRS,Sternostylidae,0.00019204916458613405
MCCDRS,Tornatinidae,0.00019204916458613405
MCCDRS,Callistoplacidae,0.00019204916458613405
MCCDRS,Glycymerididae,0.00019204916458613405
MCCDRS,Echeneidae,0.00019204916458613405
MCCDRS,Dromiidae,0.00019204916458613405
MCCDRS,Trypostegidae,0.00019204916458613405
MCCDRS,Diodontidae,0.00019204916458613405
MCCDRS,Dictyotaceae,0.00019204916458613405
MCCDRS,Diclidophoridae,0.00019204916458613405
MCCDRS,Centropomidae,0.00019204916458613405
MCCDRS,Deimatidae,0.00019204916458613405
MCCDRS,Vesicomyidae,0.00019204916458613405
MCCDRS,Cyclodorippidae,0.00019204916458613405
MCCDRS,Crisiidae,0.00019204916458613405
MCCDRS,Vulcanellidae,0.00019204916458613405
MCCDRS,Colatooeciidae,0.00019204916458613405
MCCDRS,Cleidochasmatidae,0.00019204916458613405
MCCDRS,Cirrhitidae,0.00019204916458613405
MCCDRS,Cichlidae,0.00019204916458613405
MCCDRS,Chanidae,0.00019204916458613405
MCCDRS,Callianideidae,0.00019204916458613405
MCCDRS,Pseudodiaptomidae,0.00019204916458613405
MCCDRS,Borsoniidae,0.00019204916458613405
MCCDRS,Synaptidae,0.00019204916458613405
MCCDRS,Bitectiporidae,0.00019204916458613405
MCCDRS,Syrphidae,0.00019204916458613405
MCCDRS,Botrucnidiferidae,0.00019204916458613405
MCCDRS,Telorchiidae,0.00019204916458613405
MCCDRS,Mactridae,0.00019204916458613405
MCCDRS,Majidae,0.00019204916458613405
MCCDRS,Brisingidae,0.00019204916458613405
MCCDRS,Kuhliidae,0.00019204916458613405
MCCDRS,Ligiidae,0.00019204916458613405
MCCDRS,Malakichthyidae,0.00019204916458613405
MCCDRS,Batillariidae,0.00019204916458613405
MCCDRS,Axinellidae,0.00019204916458613405
MCCDRS,Microcionidae,0.00019204916458613405
MCCDRS,Bryopsidaceae,0.00019204916458613405
MCCDRS,Bubaridae,0.00019204916458613405
MCCDRS,Bucephalidae,0.00019204916458613405
MCCDRS,Aulostomidae,0.00019204916458613405
MCCDRS,Thorectidae,0.00019204916458613405
MCCDRS,Haleciidae,0.00019204916458613405
MCCDRS,Charoniidae,0.00019204916458613405
VCCDRS,Otariidae,0.16005291005291006
VCCDRS,Thraupidae,0.15145502645502645
VCCDRS,Iguanidae,0.06944444444444445
VCCDRS,Muridae,0.046957671957671955
VCCDRS,Parulidae,0.03835978835978836
VCCDRS,Gekkonidae,0.037698412698412696
VCCDRS,Hylidae,0.03439153439153439
VCCDRS,Testunidae,0.03306878306878307
VCCDRS,Cricetidae,0.03042328042328042
VCCDRS,Cuculidae,0.0291005291005291
VCCDRS,Dipsadidae,0.0291005291005291
VCCDRS,Procellariidae,0.027777777777777776
VCCDRS,Cheloniidae,0.027116402116402115
VCCDRS,Columbidae,0.026455026455026454
VCCDRS,Sulidae,0.025793650793650792
VCCDRS,Ardeidae,0.021825396825396824
VCCDRS,Mimidae,0.018518518518518517
VCCDRS,Phasianidae,0.01521164021164021
VCCDRS,Laridae,0.01455026455026455
VCCDRS,Rallidae,0.013227513227513227
VCCDRS,Delphinidae,0.013227513227513227
VCCDRS,Hydrobatidae,0.011904761904761904
VCCDRS,Spheniscidae,0.011243386243386243
VCCDRS,Tytonidae,0.00992063492063492
VCCDRS,Tyrannidae,0.00992063492063492
VCCDRS,Phalacrocoracidae,0.009259259259259259
VCCDRS,Phaethontidae,0.009259259259259259
VCCDRS,Fregatidae,0.007936507936507936
VCCDRS,Tropiduridae,0.007936507936507936
VCCDRS,Vespertilionidae,0.007936507936507936
VCCDRS,Elapidae,0.007275132275132275
VCCDRS,Diomedeidae,0.006613756613756613
VCCDRS,Strigidae,0.006613756613756613
VCCDRS,Scolopacidae,0.005952380952380952
VCCDRS,Accipitridae,0.005291005291005291
VCCDRS,Felidae,0.003968253968253968
VCCDRS,Canidae,0.0026455026455026454
VCCDRS,Anatidae,0.001984126984126984
VCCDRS,Hirundinidae,0.001984126984126984
VCCDRS,Ziphiidae,0.001984126984126984
VCCDRS,Recurvirostridae,0.0013227513227513227
VCCDRS,Bufonidae,0.0006613756613756613
VCCDRS,Charadriidae,0.0006613756613756613
VCCDRS,Suidae,0.0006613756613756613
VCCDRS,Struthionidae,0.0006613756613756613
VCCDRS,Equidae,0.0006613756613756613
VCCDRS,Scincidae,0.0006613756613756613
VCCDRS,Gymnophthalmidae,0.0006613756613756613
VCCDRS,Icteridae,0.0006613756613756613
